"","HRUU1","HRUU10","HRUU11","HRUU12","HRUU13","HRUU14","HRUU15","HRUU16","HRUU17","HRUU18","HRUU19","HRUU2","HRUU20","HRUU21","HRUU22","HRUU23","HRUU24","HRUU25","HRUU26","HRUU3","HRUU4","HRUU5","HRUU6","HRUU7","HRUU8","HRUU9","Domain","Phylum","Class","Order","Family","Genus"
"Tundrisphaera",0.00226537216828479,0.0011163087391027,0.00120116840927084,0.0070874365860937,0.00478436657681941,0.00379312420976579,0.00429139627381202,0.00282776349614396,0.00698233879011911,0.00849731663685152,0.00240689977936752,0.00435339308578745,0.00205280668223968,0.00499121265377856,0.00370962583946274,0.00447888525522537,0.00297313922493336,0,0,0,0,0,0,0.00320070636278351,0.00335341240762591,0.00449515905947441,"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tundrisphaera"
"Turicibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133430373605046,0,0,0,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter"
"Uliginosibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446319889637264,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Uliginosibacterium"
"uncultured",0.0802319309600863,0.113571124813949,0.0882039802353198,0.145180543121456,0.144743935309973,0.172436630742369,0.181703998325309,0.144730077120823,0.141054978583583,0.116279069767442,0.097212007755566,0.116709346991037,0.105613364479366,0.172442882249561,0.1378317876559,0.133229062988767,0.172390814025015,0.0649598312099327,0.0654197698036561,0.00456243405857025,0.0127416520210896,0.0769399386234108,0.0852134885977681,0.190110921030848,0.187791094827051,0.18453204241586,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","uncultured"
"Undibacterium",0.000782092772384035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150125781059807,0.002708192281652,0.00193903447489236,0.00219683655536028,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium"
"Unknown",0.345388349514563,0.357590899425898,0.389424258142011,0.397642494777678,0.340970350404313,0.310614726955265,0.290035587188612,0.321015424164524,0.336912515402218,0.427101967799642,0.334826502640904,0.369590268886044,0.318397395059107,0.366748681898067,0.316597377678286,0.312384473197782,0.368156653680541,0.503286537369147,0.444101218686527,0.326099974336308,0.329274416269144,0.407204442495981,0.429039301310044,0.305833011423211,0.321803390672545,0.335696173351775,"Unassigned",NA,NA,NA,NA,"Unknown"
"URHD0088",0,0,0,0,0,0,0,0,0,0.000782647584973166,0,0,0.000353932186593049,0.000421792618629174,0.000319795330988168,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","URHD0088","URHD0088"
"Veillonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"Vermiphilaceae",0,0.000212630236019562,0,0.00104446433900328,0,0,0,0,0,0,0.00193889148893495,0,0.0036101083032491,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilaceae"
"Vicinamibacteraceae",0.00339805825242718,0.00433234105889858,0.00406759302230351,0.00335720680393912,0.0154986522911051,0.00842916491059064,0.0052857441909148,0.0111825192802057,0.0110895969019539,0.0111247763864043,0.00782242428294444,0.00518565941101152,0.005804487860126,0.00456942003514938,0.00262232171410297,0.00263045641973553,0.00840680746360467,0,0.000211577522004062,0,0,0,0,0.00458032117432813,0.00968763584425262,0.00530198248040572,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae"
"WD260",0.00434196332254585,0.0174356793536041,0.0249515437743987,0.0180543121456282,0.00599730458221024,0.00626166536215305,0.00826878794222315,0.0077120822622108,0.0067476383265857,0.00335420393559928,0.0030086247242094,0.00480153649167734,0.00247752530615134,0.0112478031634446,0.0145826670930604,0.0189819422721456,0.0109698585195817,0.000243447212529417,0,0.000171091277196384,0,0,0,0.0028695988080128,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","WD260","WD260","WD260"
"WPS-2",0,0,0,0,0,0,0,0,0,0,0,0,0.000424718623911659,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","WPS-2","WPS-2","WPS-2","WPS-2","WPS-2"
"Zavarziniaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973788850117666,0.000634732566012187,0,0,0,0.000727802037845706,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Zavarziniales","Zavarziniaceae","Zavarziniaceae"
"Zoogloea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137953420433336,0.002031144211239,0,0,0,0.000727802037845706,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea"
