"","HRUU1","HRUU10","HRUU11","HRUU12","HRUU13","HRUU14","HRUU15","HRUU16","HRUU17","HRUU18","HRUU19","HRUU2","HRUU20","HRUU21","HRUU22","HRUU23","HRUU24","HRUU25","HRUU26","HRUU3","HRUU4","HRUU5","HRUU6","HRUU7","HRUU8","HRUU9"
"Plot4-2H12",0,6,4,0,0,7,20,25,0,0,6,6,9,5,0,0,0,0,0,0,0,0,0,0,6,0
"PLTA13",0,13,10,16,0,14,7,9,0,0,18,0,20,11,10,6,0,0,0,0,0,0,0,0,0,0
"Polaromonas",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,50,69,48,114,71,0,0,0
"Polynucleobacter",978,58,12,9,46,0,62,51,76,58,21,208,21,0,0,0,0,584,532,5387,5195,326,705,58,70,43
"Prevotella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prosthecobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,74,0,0,116,103,0,0,0
"Pseudanabaena_PCC-7429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,0,0,0,0,0
"Pseudarcicella",70,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,30,34,2138,613,149,136,0,0,0
"Pseudohongiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,55,0,7,31,18,0,0,0
"Pseudolabrys",0,25,44,30,36,39,0,0,23,0,42,0,39,39,26,27,46,0,0,6,0,0,0,28,0,0
"Pseudomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,6,0,16,0,0,0,0
"Pseudonocardia",0,0,0,0,73,0,129,0,8,0,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudorhodobacter",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,22,0,0,0,0,0
"R7C24",0,6,12,0,0,0,0,6,15,11,0,0,0,6,7,7,0,82,80,0,15,57,109,0,13,0
"RB41",0,0,0,0,8,0,7,0,0,0,0,6,12,7,0,0,0,0,0,0,0,0,0,0,5,18
"RBG-13-54-9",140,158,138,153,207,181,287,289,454,312,124,165,76,68,93,130,143,0,0,0,0,0,0,76,244,395
"Reyranella",12,58,39,40,10,9,41,19,146,131,68,0,51,27,48,34,54,15,27,0,0,0,13,9,17,0
"Rhizorhapis",40,10,8,0,6,0,0,11,18,12,0,57,18,8,0,0,0,17,21,12,0,0,0,0,0,0
"Rhodobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Rhodococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"Rhodoferax",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,44,38,488,0,0,0,0,0,0
"Rhodoluna",86,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,163,176,139,90,165,193,0,0,0
"Rhodomicrobium",11,149,93,0,94,84,92,74,0,0,0,0,0,58,0,0,97,0,0,0,0,0,0,112,63,87
"Rhodopila",0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodoplanes",0,24,16,20,0,0,19,0,21,0,31,0,21,0,28,19,0,0,0,0,0,0,0,0,20,0
"Rhodovastum",0,74,47,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rickettsiella",63,8,0,0,0,0,0,8,0,5,0,29,7,0,0,0,0,114,130,11,12,148,193,0,0,5
"Romboutsia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0,0,38,53,0,0,0
"S085",33,172,130,9,106,136,22,130,19,38,39,58,42,125,128,89,107,0,0,0,0,0,0,119,99,119
"Saccharopolyspora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Sandaracinus",0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SBR1031",0,60,40,38,18,87,74,76,76,70,45,0,78,0,0,0,10,0,0,0,0,0,0,67,36,105
"SC-I-84",198,312,332,136,122,123,92,132,215,164,35,58,40,110,33,38,149,170,172,0,12,167,174,176,119,80
"Schlesneria",12,0,0,7,11,0,7,0,17,7,21,18,12,0,5,0,0,0,0,0,0,0,0,0,11,9
"Sediminibacterium",216,0,0,0,0,0,10,0,0,0,0,87,0,0,0,0,0,87,76,1510,563,234,194,0,0,6
"SH-PL14",197,5,21,34,18,11,55,50,0,5,28,46,31,29,23,0,22,0,0,0,0,0,0,54,86,18
"SH3-11",0,0,0,0,0,0,0,0,18,6,0,6,0,0,0,0,0,21,30,0,0,11,0,0,0,0
"Sideroxydans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"Silvanigrella",76,0,0,0,0,0,0,10,0,0,0,43,0,0,0,0,0,77,37,146,104,5,7,0,0,0
"SL56_marine_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,50,0,6,26,61,0,0,0
"SM1A02",11,38,37,27,35,18,35,44,81,68,57,5,48,21,25,36,30,0,0,0,0,0,0,31,54,29
"SM1A07",0,30,17,20,22,23,23,0,0,0,36,0,21,28,26,44,31,0,0,0,0,0,0,19,43,8
"Sphingomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,0,0,0,9,0,0,0
"Sphingorhabdus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,0,28,0,0,0
"Sporichthya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"Sporichthyaceae",764,57,0,0,29,0,64,63,0,0,34,68,30,0,0,11,0,994,1071,1440,434,169,260,0,49,27
"Streptococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptomyces",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,54,10,0,154,63,0,0,0
"Subgroup_10",0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Subgroup_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9
"Subgroup_17",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,12,0,0,0
"Subgroup_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"Subgroup_2",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Subgroup_7",38,38,14,15,20,30,32,27,0,0,22,26,37,19,21,15,19,0,6,0,0,0,0,25,21,32
"Sulfuritalea",38,19,0,0,17,17,18,26,0,15,27,27,21,12,19,23,0,0,37,13,0,0,0,21,0,13
"SWB02",5,53,47,18,33,37,41,32,84,98,107,19,106,60,54,25,39,6,5,0,0,0,0,40,32,51
"Symbiobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"Syntrophus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"T34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Terrimicrobium",0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terrimonas",49,14,15,0,0,0,10,0,15,0,0,35,0,28,24,36,27,0,18,0,0,0,0,34,44,18
"Thermoactinomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"Thermobispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Thiothrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"TK10",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TM7a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,10,0,0,0
"TRA3-20",127,235,241,96,147,138,56,112,114,54,115,81,190,67,34,22,113,61,83,180,85,131,80,79,188,21
"Tundrisphaera",84,42,44,95,71,63,82,44,119,152,36,68,29,71,58,63,58,0,0,0,0,0,0,58,54,78
"Turicibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
"Uliginosibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"uncultured",2975,4273,3231,1946,2148,2864,3472,2252,2404,2080,1454,1823,1492,2453,2155,1874,3363,1601,1546,160,203,1053,1405,3445,3024,3202
"Undibacterium",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,64,68,35,0,0,0,0,0
"Unknown",12807,13454,14265,5330,5060,5159,5542,4995,5742,7640,5008,5773,4498,5217,4950,4394,7182,12404,10495,11436,5246,5573,7074,5542,5182,5825
"URHD0088",0,0,0,0,0,0,0,0,0,14,0,0,5,6,5,0,0,0,0,0,0,0,0,0,0,0
"Veillonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vermiphilaceae",0,8,0,14,0,0,0,0,0,0,29,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vicinamibacteraceae",126,163,149,45,230,140,101,174,189,199,117,81,82,65,41,37,164,0,5,0,0,0,0,83,156,92
"WD260",161,656,914,242,89,104,158,120,115,60,45,75,35,160,228,267,214,6,0,6,0,0,0,52,0,0
"WPS-2",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zavarziniaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,0,0,12,0,0,0
"Zoogloea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,48,0,0,0,12,0,0,0
